dataset,classifier,splitter,train_size,train_time,eval_size,eval_time,classifier_size,accuracy,class,class_size,precision,recall
annealing,bayes,ratiorange,367,0.01149,431,0.13375,24576,0.92807,2,53,0.9622641509433962,0.9622641509433962
annealing,bayes,ratiorange,367,0.01149,431,0.13375,24576,0.92807,U,17,0.4146341463414634,1.0
annealing,bayes,ratiorange,367,0.01149,431,0.13375,24576,0.92807,4,0,,
annealing,bayes,ratiorange,367,0.01149,431,0.13375,24576,0.92807,5,31,1.0,1.0
annealing,bayes,ratiorange,375,0.0117,423,0.1324,24576,0.92435,1,1,0.3333333333333333,1.0
annealing,bayes,ratiorange,375,0.0117,423,0.1324,24576,0.92435,3,325,0.9932659932659933,0.9076923076923077
annealing,bayes,ratiorange,375,0.0117,423,0.1324,24576,0.92435,2,52,0.9615384615384616,0.9615384615384616
annealing,bayes,ratiorange,375,0.0117,423,0.1324,24576,0.92435,U,16,0.38095238095238093,1.0
annealing,bayes,ratiorange,375,0.0117,423,0.1324,24576,0.92435,4,0,,
annealing,bayes,ratiorange,375,0.0117,423,0.1324,24576,0.92435,5,29,1.0,1.0
annealing,bayes,ratiorange,383,0.0121,415,0.12824,24576,0.92289,1,1,0.3333333333333333,1.0
annealing,bayes,ratiorange,383,0.0121,415,0.12824,24576,0.92289,3,318,0.993103448275862,0.9056603773584906
annealing,bayes,ratiorange,383,0.0121,415,0.12824,24576,0.92289,2,51,0.9607843137254902,0.9607843137254902
annealing,bayes,ratiorange,383,0.0121,415,0.12824,24576,0.92289,U,16,0.38095238095238093,1.0
annealing,bayes,ratiorange,383,0.0121,415,0.12824,24576,0.92289,4,0,,
annealing,bayes,ratiorange,383,0.0121,415,0.12824,24576,0.92289,5,29,1.0,1.0
annealing,bayes,ratiorange,391,0.01238,407,0.12632,24576,0.92383,1,1,0.3333333333333333,1.0
annealing,bayes,ratiorange,391,0.01238,407,0.12632,24576,0.92383,3,312,0.9964664310954063,0.9038461538461539
